id,question,answer,category
4244,How can I display information specific to a PGM transport session?,"To display information specific to a PGM (Partial Gateway Mappings) transport session, you can use the following command:
```
Router# show ip pgm host sessions
```
This command will display detailed information about the PGM transport sessions, including the session ID, IP addresses involved, and other relevant details.

Example output:
```
PGM Host Sessions

Session ID: 1234
Source IP: 192.168.1.100
Destination IP: 10.0.0.1
Transport Session State: ESTABLISHED
```
Note: The actual output may vary depending on the specific PGM transport session configuration and the Cisco IOS version being used.",MONITORING
118,"What is the reaction configuration for IP SLA operation 1 and 5, respectively?","```
Configuration A:
ip sla 1
ethernet echo mpid 23 domain testdomain vlan 34
ip sla reaction-configuration 1 react connectionLoss threshold-type consecutive 3 action-type trapOnly
ip sla schedule 1 start-time now

Configuration B:
ip sla 5
ethernet echo mpid 23 domain testdomain evc testevc
ip sla reaction-configuration 5 react connectionLoss threshold-type consecutive 3 action-type trapOnly
ip sla schedule 5 start-time now
```

Explanation: The given requirement specifies an IP SLA reaction configuration with a consecutive threshold type and trapOnly action type. The provided configurations A and B implement this requirement for operations 1 and 5, respectively.",MONITORING
1358,How do you configure IP Multicast Heartbeat to ensure proper delivery of packets and receive alerts when parameters are not met?,"To enable and monitor IP Multicast Heartbeat, you can use the following command in your Cisco router's configuration:
```
ip multicast heartbeat [minimum-packet-observation] [interval] [snmp-trap-generation destination]
```
For example:
```
Router(config)# ip multicast heartbeat 100 10 snmp-trap-generation 192.168.1.100
```
This command sets the minimum packet observation to 100, the interval to 10 seconds, and enables SNMP trap generation with a destination IP address of 192.168.1.100.

Note: The `minimum-packet-observation` value specifies the minimum number of packets that must be observed within the specified interval before the heartbeat is considered valid. The `interval` value specifies the time interval (in seconds) over which the packet observation takes place.",MONITORING
157,How do you configure an IP SLA operation to monitor web server performance by measuring the RTT (Round Trip Time) taken to retrieve a web page?,"To measure the Round Trip Time (RTT) taken to retrieve a web page, you can use the following Cisco IOS command:
```cisco
ip sla monitor 10
timeout 3000
threshold 500
action notify-triggered-restart
```
Here's how this configuration works:

* `ip sla monitor 10`: This command creates an IP SLA operation with the ID number 10.
* `timeout 3000`: This sets the timeout value to 3 seconds, which is the maximum time allowed for the operation to complete.
* `threshold 500`: This sets a threshold value of 500 milliseconds. If the RTT taken to retrieve the web page exceeds this value, the IP SLA operation will trigger an action.
* `action notify-triggered-restart`: This specifies that if the RTT exceeds the threshold value, the IP SLA operation should send a notification and restart the operation.

To configure RAW requests with raw commands in HTTP RAW configuration mode, you can use the following Cisco IOS command:
```cisco
ip sla monitor 10 protocol http
raw-req url <url_of_the_web_page>
auth username <username> password <password>
```
Here's how this configuration works:

* `ip sla monitor 10 protocol http`: This sets the IP SLA operation to use HTTP as its protocol.
* `raw-req url <url_of_the_web_page>`: This specifies the URL of the web page that you want to retrieve and measure the RTT for.
* `auth username <username> password <password>`: This sets the authentication credentials (username and password) required to access the web page.

To specify that the IP SLA operation should go down only if the return code is not 200, you can use the following Cisco IOS command:
```cisco
ip sla monitor 10 error-response-action exit-error
```
Here's how this configuration works:

* `error-response-action exit-error`: This specifies that if the HTTP response code is not 200 (OK), the IP SLA operation should exit with an error.",MONITORING
4281,How can we ensure that logging messages are copied to an external disk for non-volatile storage?,"To copy logging messages to an external disk for non-volatile storage, you can use the `logging buffered` command in Cisco IOS. This command allows you to log messages to a buffer and then periodically copy them to an external disk.

Here's an example of how you can configure this:
```
Router(config)# logging buffered 10000
Router(config)# service timestamps debug datetime msec
Router(config)# service timestamps log datetime msec
Router(config)# logging rate-limiting none
Router(config)# logging disk % disk1 1000
```
In this example, the `logging buffered` command sets the buffer size to 10,000 lines. The `service timestamps` commands configure timestamping for debug and log messages. The `logging rate-limiting` command turns off rate limiting for logging. Finally, the `logging disk` command specifies that logs should be copied to disk1 every time the buffer reaches 1000 lines.

Note: `% disk1` refers to the external disk device specified in your system configuration. You may need to adjust this value based on your specific setup.",MONITORING
976,What is the command to display service instances on a specific bridge domain with MAC security enabled?,"```
enable
Router# show bridge-domain id mac security
end
```

Explanation: The `show bridge-domain id mac security` command is used to display information about a specific bridge domain, including its ID and MAC security settings. To run this command, you need to be in privileged mode (enabled by the `enable` command), then enter the command itself. Finally, the `end` command is used to exit privileged mode.",MONITORING
1468,How can we configure the event action for an SNMP MIB event in Cisco IOS?,"To set the notification action for an event using the ""snmp mib event owner"" command, specify the event name as follows:
```
Router(config)# snmp mib event owner my_event_name
```
Then, use the ""action notification"" command to generate a notification whenever an object associated with the event is modified:
```
Router(config)# action notification my_event_name notify syslog
```
In this example, the `my_event_name` is replaced with the actual name of the event. The `notify syslog` part specifies that a syslog message should be sent when the event occurs.

Note: This command requires SNMPv3 and MIB-II to be configured on your router.",MONITORING
1438,What is the recommended configuration for SNMP Manager-role output packets to ensure specific types of PDUs are being sent?,"To meet the requirement of having specific numbers of Get-request PDUs, Get-next PDUs, Get-bulk PDUs, Set-request PDUs, Inform-request PDUs, Timeouts, and Drops, you can configure your SNMP Manager-role as follows:

```
snmp-server statistics get-requests 100
snmp-server statistics get-next-requests 50
snmp-server statistics get-bulk-requests 20
snmp-server statistics set-requests 10
snmp-server statistics inform-requests 5
snmp-server timeout 5000
snmp-server drop-threshold 10
```

This configuration sets the desired numbers of PDUs for Get-request, Get-next, and Get-bulk requests, as well as Set-request and Inform-request PDUs. Additionally, it sets a timeout value of 5000 milliseconds (5 seconds) and a drop threshold of 10 packets.

For SNMP Manager-role input packets, you can configure the number of Inform response PDUs and Trap PDUs as follows:

```
snmp-server inform-source 0
snmp-server trap-source 25
```

This configuration sets the maximum number of Informs in flight to 25.",MONITORING
3734,"How do you verify that a hub-border router has an UP border status, correct external interface path names, and meets the minimum requirements?","To verify the hub-border router configurations, you can use the following show commands:

1. Verify Border Status:
```
Router# show ip bgp neighbors [neighbor-ip]
Border status: UP
```
For example:
```
Router# show ip bgp neighbors 192.168.1.1
Border status: UP
```
2. Verify External Interface Path Names:
```
Router# show ip bgp summary
...
External interfaces:
  * FastEthernet0/0 [path-name]
  * GigabitEthernet1/0 [path-name]
...
```
For example:
```
Router# show ip bgp summary
...
External interfaces:
  * FastEthernet0/0 AS-outer
  * GigabitEthernet1/0 AS-outer
...
```
3. Verify Minimum Requirement is Met (e.g., minimum number of peers):
```
Router# show ip bgp summary
...
Number of peers: 2 (minimum requirement)
...
```
For example:
```
Router# show ip bgp summary
...
Number of peers: 2 (minimum requirement)
...
```

By running these show commands, you can verify that the hub-border router has an UP border status, correct external interface path names, and meets the minimum requirements.",MONITORING
1012,How can I monitor the LLDP neighbors in my multivendor network?,"To monitor the LLDP neighbors in your multivendor network, you can use the command ""show lldp neighbors"". This command will display information about the LLDP neighbors on the local device.

Example:
```
Router# show lldp neighbors
LLDP Neighbors

Neighbor Count: 2

   Ethernet1/0 is connected to an unknown device.
   Ethernet2/0 is connected to a Cisco 3560 switch.
```

Alternatively, you can use the ""detail"" option to get more detailed information about each neighbor:

Example:
```
Router# show lldp neighbors detail
LLDP Neighbors (detailed)

Neighbor Count: 2

   Ethernet1/0 is connected to an unknown device.
     Description: Unknown Device
     System Name: Unknown
     System Desc: Unknown

   Ethernet2/0 is connected to a Cisco 3560 switch.
     Description: Cisco 3560 Switch
     System Name: cisco-3560
     System Desc: Cisco 3560 Switch
```

This will give you more information about each neighbor, including their system name and description.",MONITORING
2958,How do we configure the Cisco router to collect performance metrics for video monitoring and export flow data to the video-nms-server?,"To collect performance metrics for video monitoring, follow these steps:
```
class-map match-all video-class
  match ip dscp 34
access-group IPV4 101

policy-map type performance-monitor called video-monitor
  class video-class
  police rate 5000 bps

export flow record video-monitor-record interval 10
export flow monitor video-monitor-export destination cisco-video-management port 32001 protocol netflow-v9
```
Note: The above answer is based on Cisco IOS code, and it assumes that the `video-nms-server` is configured to receive NetFlow v9 data on UDP port 32,001.",MONITORING
839,"How do you enable Ethernet OAM (Operations, Administration, and Maintenance) on an interface in a network configuration?","To enable Ethernet OAM on an interface in a network configuration, use the following commands:
```
Device(config)# interface ethernet 1/3
Device(config-if)# ethernet oam
Device(config-if)# end
```
Additionally, you can specify the maximum rate at which OAM packets are transmitted by using the `max-rate` command, as shown in the example:
```
Device(config-if)# ethernet oam max-rate 50
```
This sets the maximum rate for transmitting OAM packets to 50.",MONITORING
189,What is the command sequence to enter global configuration mode and configure IP SLAs operation?,"To enter global configuration mode and configure IP SLAs operation, you can use the following command sequence:
```
Device# configure terminal
Device(config)# ip sla 10
Device(config-ip-sla)# path-echo 172.29.139.134
Device(config-ip-sla-pathEcho)# history buckets-kept 25
(Optionally) Device(config-ip-sla-pathEcho)# history distributions-of-statistics-kept 5
```
This configuration sets up an IP SLAs operation with the ID ""10"", uses the Path-Echo operation type to monitor the reachability and round-trip time (RTT) of the destination IP address ""172.29.139.134"". The `history buckets-kept` command specifies that 25 history buckets should be kept, and the `(Optional)` `history distributions-of-statistics-kept` command specifies that 5 distribution statistics should be kept for each bucket.",MONITORING
2,"How can you ensure that IP SLAs measurements are continuous, reliable, and predictable?","To ensure that IP SLAs measurements are continuous, reliable, and predictable, we need to restart IP SLAs configured with the `start-time now` keyword after reload. This is because these configurations do not persist across reloads.
```
Router# config t
Router(config)# ip sla 1
Router(config-sla)# operation-type udp-jitter
Router(config-sla)# destination 10.0.0.1
Router(config-sla)# source-port 1234
Router(config-sla)# start-time now
Router(config-sla)# end-time never
Router(config-sla)# frequency 30
Router(config-sla)# timeout 30000
Router(config-sla)# threshold 100
Router(config-sla)# owner admin
Router(config-sla)# exit
```",MONITORING
822,How can you define a CFM (Connectivity Fault Management) domain at a specified level and enter Ethernet CFM configuration mode?,"To define a CFM domain at a specified level and enter Ethernet CFM configuration mode, use the following command:
```
ethernet cfm domain <domain-name> level <level-id>
```
For example:
```
Router# ethernet cfm domain MY_CFM_DOMAIN level 0
Router(config-cfm)# 
```
In this example, `MY_CFM_DOMAIN` is the name of the CFM domain and `0` is the level at which the domain is defined. The `ethernet cfm domain` command defines the CFM domain, and the `level` keyword specifies the level at which the domain is defined.",MONITORING
4096,How can we classify DNS protocol changes in an NBAR2-enabled network?,"To classify DNS protocol changes in an NBAR2-enabled network, you can use the following Cisco IOS command:
```
nbar protocol-map dns
  match protocol dns
  action rewrite with new-port 53
  action classify type application-dns
```
This configuration uses NBAR (Network Based Application Recognition) to identify DNS traffic and classify it as ""application-dns"". The `protocol-map` command is used to define the protocol map, which specifies how to match and classify the DNS traffic. In this case, we're matching on the DNS protocol (port 53) and rewriting the packet with a new port number (also 53). The `action` commands specify what to do when a match is found: in this case, we're classifying the traffic as ""application-dns"".",MONITORING
2435,What is the current status of our Smart Licensing configuration?,"```
Router# show license usage
License Authorization: ENABLED
Evaluation Period Remaining: 65 days, 14 hours, 18 minutes, 58 seconds
License Usage: ASR_1000_AdvEnterprise (Count: 1, Version: 1.0)
Status: EVAL MODE

Router#
```
Note: The answer is based on the `show license usage` command in Cisco IOS.",MONITORING
510,How can we optimize the High-Speed Logging in Bulk Logging and Port Block Allocation to reduce the volume of NAT high-speed logging?,"To dynamically allocate a block of global ports instead of a single global port for reduced volume of NAT high-speed logging (HSL), you can use the following Cisco IOS command:

```
ip nat inside source static tcp 10.0.0.0/8 192.168.1.0/24 pool HSL_PORTS range 20000 20199
```

This configuration uses the `ip nat inside source static` command to allocate a block of global ports from the range 20000-20199 for NAT HSL. The `pool HSL_PORTS` keyword specifies the name of the port pool, and the `range` keyword defines the starting and ending port numbers.

By dynamically allocating a block of global ports, you can reduce the volume of NAT HSL and improve overall network performance.",MONITORING
1873,What is the command to display the status information of the branch-border routers?,"```
show domain <domain-name> border status
```",MONITORING
4519,"What is the policy map configuration for the ""child-policy"" and how does it affect the policing of class ""class-default""?","To configure the ""child-policy"", we need to define a new policy-map with the desired rules. Here's an example of how to do it:
```
Router(config)# policy-map child-policy
 Router(config-pmap)# class class-default
  Router(config-pmap-c)# police 50000 bc 3000
  Router(config-pmap-c)# exceed-action transmit
  Router(config-pmap-c)# violate-action drop
  Router(config-pmap-c)# conform-color hipri-conform
Router(config-pmap)# exit
```
In this configuration, the ""child-policy"" will apply the policing rules to class ""class-default"". The police rate is set to 50,000 bps with a burst size of 3,000 bytes. If the traffic exceeds the policer's capacity, it will be transmitted (transmit action). If the traffic violates the policer's limits, it will be dropped (drop action). The conform color is also set to hipri-conform.

This configuration allows us to define a policy that applies specifically to class ""class-default"" and overrides any parent policy rules.",QOS
4478,What is the shape policy value set for the OUT QoS policy active on the session?,"According to the configuration, the shape policy value set for the OUT QoS policy active on the session is `10000000`. This can be seen in the `policy-map output_parent` configuration:
```
policy-map output_parent
  class class-default
  shape average 10000000
  ...
```
So, the answer is: **10000000**.",QOS
4513,How can we configure QoS options to ensure that voice traffic does not exceed the xDSL connection's physical bandwidth limit?,"To achieve this, we can use the `police` command in Cisco IOS to limit the voice traffic. Here's an example configuration:
```
policing
  police 112000 kbps   ! limiting voice control to 112 kb/s
  police 200000 kbps   ! limiting voice traffic to 200 kb/s

class-map match-any voice-control
  match protocol RTP port 16384-16483
  police cir 112000 kbps   ! policing for voice control
  police pir 112000 kbps   ! policing for voice control

class-map match-any voice-traffic
  match protocol RTP port 16384-16483
  police cir 200000 kbps   ! policing for voice traffic
  police pir 200000 kbps   ! policing for voice traffic

policy-map QoS-Policy
  class voice-control
    police cir 112000 kbps   ! policing for voice control
    police pir 112000 kbps   ! policing for voice control
  class voice-traffic
    police cir 200000 kbps   ! policing for voice traffic
    police pir 200000 kbps   ! policing for voice traffic

service-policy QoS-Policy input
```
In this configuration, we create two class maps (`voice-control` and `voice-traffic`) to match the RTP protocol and port range. We then use the `police` command to set the cir (committed information rate) and pir (peak information rate) for each class map. The policy map (`QoS-Policy`) applies these policing actions to the input traffic, ensuring that voice control and voice traffic do not exceed the physical bandwidth limit of the xDSL connection.",QOS
4456,How can we enable ATM overhead accounting for shaping and bandwidth on both parent and child policies in Cisco IOS?,"To enable ATM overhead accounting for shaping and bandwidth on both parent and child policies, you can use the following commands in your Cisco IOS configuration:

Parent Policy:
```
policy-map <parent-policy-name>
  class <class-name>
    atm-overhead-accounting
  end-policy
```

Child Policy:
```
policy-map <child-policy-name>
  class <class-name>
    atm-overhead-accounting
  end-policy
```

Example:
```
Router(config)# policy-map parent-policy
Router(config-pmap)# class class1
Router(config-pmap-c)# atm-overhead-accounting
Router(config-pmap-c)# shape average 1000 8000
Router(config-pmap-c)# end-policy

Router(config)# policy-map child-policy
Router(config-pmap)# class class2
Router(config-pmap-c)# atm-overhead-accounting
Router(config-pmap-c)# bandwidth 4000
Router(config-pmap-c)# end-policy
```

In this example, the `atm-overhead-accounting` command is enabled on both the parent and child policies to account for ATM overhead in shaping and bandwidth calculations.

Note: Replace `<parent-policy-name>` and `<child-policy-name>` with your actual policy names, and replace `<class-name>` with your actual class name.",QOS
4370,How can you configure a service policy to prioritize specific traffic classes?,"To configure a service policy that prioritizes specific traffic classes, you can use the following Cisco IOS commands:

```cisco
policy-map SP-priority {
  class voice {
    priority 1499 kbps
  }
  class video {
    bandwidth 1000 kbps
    queue-limit 500 ms
    random-detect
  }
  class data {
    fair-queue
  }
}
```

In this example, the service policy SP-priority is defined with three traffic classes: voice, video, and data. The priority command is used to prioritize the voice traffic, setting the maximum bandwidth to 1499 kbps. The bandwidth command is used to set the maximum bandwidth for the video traffic to 1000 kbps, with a queue limit of 500 ms. The random-detect command is used to enable random early detection (RED) policing for the video traffic. Finally, the fair-queue command is used to apply fair queuing to the data traffic class.

This policy map can then be applied to an interface or a VLAN using the service-policy command:

```cisco
interface GigabitEthernet0/1
  service-policy input SP-priority
```

This configuration ensures that voice traffic is prioritized, video traffic is limited to 1000 kbps with a queue limit of 500 ms, and data traffic is allocated fairly.",QOS
3124,How can we configure Per-Tunnel QoS for DMVPN?,"To configure Per-Tunnel QoS for DMVPN, you need to map an NHRP group to a quality of service (QoS) policy on the hub. Here's an example of how you can do this:

```cisco_ios
Router(config)#  policy-map dmvpn_qos

Router(config-pmap)#  class nhrp-group-spokes

Router(config-pmap-c)#  police rate 1000000 burst-size 10000

Router(config-pmap-c)#  shape average 500000

Router(config-pmap-c)#  set ip dscp ef

Router(config-pmap-c)#  exit

Router(config-pmap)#  class-map match-any nhrp-group-spokes-match

Router(config-pmap-c)#  match access-group name nhrp-spokes

Router(config-pmap-c)#  exit

Router(config-pmap)#  exit
```

In this example, a policy map named `dmvpn_qos` is created and a class called `nhrp-group-spokes` is defined. This class matches on the NHRP group that contains the spokes and applies the QoS policies specified in the class.

The police command sets a policing rate of 1 Mbps with a burst size of 10,000 bytes to limit the amount of traffic that can be sent by each spoke over the DMVPN tunnel.

The shape command sets an average shape rate of 500 kbps to control the amount of bandwidth used by each spoke over the DMVPN tunnel.

The set ip dscp ef command sets the IP DSCP value for the traffic to EF (Expedited Forwarding) which corresponds to a high-priority class.

By applying this policy map to the NHRP group that contains the spokes, you can enforce QoS policies on a per-tunnel basis for each DMVPN tunnel.",QOS
4078,How do you define a custom protocol for NBAR Web-based Custom Protocols to match traffic based on HTTP URL and/or host name?,"To define a custom protocol for NBAR Web-based Custom Protocols, you need to enable the feature and configure the terminal using the following command:
```
ip nbar custom <custom-protocol-name> http {host | url}
```
For example, to match traffic based on HTTP URL, you can use the following command:
```
ip nbar custom my-web-traffic http url
```
This will define a new custom protocol named ""my-web-traffic"" that matches HTTP traffic based on the URL.

To configure the terminal for NBAR Web-based Custom Protocols, make sure to enter privileged mode and then enter the following command:
```
terminal length 0
```
This sets the terminal length to zero, which allows you to view long lines of output without wrapping.",QOS
3405,How do I enable RTP Header Compression on a serial interface?,"To enable RTP header compression on a serial interface, you can use the following Cisco IOS command:

`compress RTP serial 0`

This will enable RTP header compression on serial interface 0.

Additionally, to set the maximum size of the compressed IP header, you can use the `max-compress-size` option followed by the desired value. For example:

`set max-compress-size 100`

And to change the number of header-compression connections, you can use the `connections` option followed by the desired value. For example:

`set connections 150`

So, the complete command would be:

```
compress RTP serial 0
set max-compress-size 100
set connections 150
```",QOS
4563,How do we configure class-based policing for controlling the maximum rate of traffic transmitted/received on an interface?,"To configure class-based policing for controlling the maximum rate of traffic transmitted/received on an interface, you can use the following Cisco IOS command:
```
policerate-interface <interface-name> 
  police input <rate-kbps> [burst-size-kbytes] 
  police output <rate-kbps> [burst-size-kbytes]
  class-map <class-name>
```
For example:
```
Router(config)# interface GigabitEthernet0/1
Router(config-if)# policerate
Router(config-if-policerate)# police input 100000 burst-size 10
Router(config-if-policerate)# police output 50000 burst-size 5
Router(config-if-policerate)# class-map POLICE_CLASS
```
In this example, the interface GigabitEthernet0/1 is configured to police incoming traffic at a rate of 100 kbps with a burst size of 10 kbytes. The outgoing traffic is policed at a rate of 50 kbps with a burst size of 5 kbytes. The class-map POLICE_CLASS is associated with the policing configuration.

Note: You need to define the class-map POLICE_CLASS before configuring the policerate command.",QOS
4343,How does Weighted Fair Queueing (WFQ) manage traffic priority in a network conversation?,"WFQ is used to manage traffic priority by classifying packets into different flows based on packet header addressing. Specifically, it considers the source and destination network or MAC address, protocol, source and destination port and socket numbers, Frame Relay data-link connection identifier (DLCI) value, and ToS value.

To implement WFQ in a Cisco router, you can use the following command:
```
priority-queueing
  class-map <class_name>
    match {ip | mac} <match_criteria>
    bandwidth <bandwidth_value> [ weight <weight_value> ]
```
For example, to create a high-bandwidth session with priority over low-bandwidth sessions, you can use the following command:
```
Router(config)# priority-queueing
  class-map high-bandwidth-session
    match ip source-address 192.168.1.0/24 and destination-address 10.1.1.0/24
    bandwidth 100000 [ weight 8 ]
```
This command creates a class map named ""high-bandwidth-session"" that matches packets with source IP address 192.168.1.0/24 and destination IP address 10.1.1.0/24. The bandwidth is set to 100,000 kbps (approximately 100 Mbps) with a weight of 8.

Low-bandwidth sessions can be configured similarly:
```
Router(config)# priority-queueing
  class-map low-bandwidth-session
    match ip source-address 192.168.2.0/24 and destination-address 10.1.2.0/24
    bandwidth 100 [ weight 4 ]
```
This command creates a class map named ""low-bandwidth-session"" that matches packets with source IP address 192.168.2.0/24 and destination IP address 10.1.2.0/24. The bandwidth is set to 100 kbps (approximately 0.1 Mbps) with a weight of 4.

By default, low-bandwidth traffic has priority over high-bandwidth traffic in WFQ. However, you can adjust the weights to prioritize high-bandwidth sessions if necessary:
```
Router(config)# priority-queueing
  class-map high-bandwidth-session
    match ip source-address 192.168.1.0/24 and destination-address 10.1.1.0/24
    bandwidth 100000 [ weight 12 ]
```
In this example, the weight for the high-bandwidth session is set to 12, giving it higher priority than low-bandwidth sessions.

Note: The actual configuration may vary depending on the specific requirements and network architecture.",QOS
4426,How can I control the maximum rate of traffic sent or received on an interface and partition a network into multiple priority levels or class of service (CoS) using Cisco IOS?,"To control the maximum rate of traffic sent or received on an interface, you can use Traffic Policing with the token bucket algorithm. This allows you to specify a maximum rate for traffic passing through an interface.

Here's an example of how to configure Traffic Policing using the token bucket algorithm in Cisco IOS:
```cisco
Router(config)#  interface FastEthernet0/1

Router(config-if)#  police 100000 15000 20

no-fragmentation (default is yes)

```
In this example, the `police` command is used to configure traffic policing on interface FastEthernet0/1. The values specified are:

* `100000`: This sets the maximum rate at which traffic can be sent or received (in bytes per second).
* `15000`: This specifies the maximum burst size allowed before policing begins (in bytes).
* `20`: This is the excess burst size (in bytes).

The `no-fragmentation` keyword is used to specify that fragmentation should not occur during policing.

This configuration will partition a network into multiple priority levels or class of service (CoS) and control the maximum rate of traffic allowed on an interface at any given moment in time.",QOS
3657,What is the correct configuration for traffic policing based on bandwidth and burst size in Cisco IOS?,"To configure traffic policing based on bandwidth and burst size with different DSCP markings for conforming, exceeding, and violating traffic, you can use the following command:

```
policer rate 10000 bps burst-size 1500 exceed-action drop violate-action set-dscp-transmit 2
```

In this example:

* `rate` specifies the policing rate in bits per second (bps).
* `burst-size` sets the maximum allowed burst size.
* The `exceed-action` command specifies the action to take when traffic exceeds the policing rate. In this case, packets that exceed the rate will be dropped.
* The `violate-action` command specifies the action to take when traffic violates the policing rate (i.e., exceeds both the rate and burst size). In this case, packets that violate the rate will have their DSCP marking set to 2.

Note: The Overhead Accounting option should include Layer 3 datagram and Layer 2 header lengths, but not CRC or inter-packet overhead. This is configured using the `policer` command with the `rate-calculation` option:

```
policer rate 10000 bps burst-size 1500 exceed-action drop violate-action set-dscp-transmit 2 rate-calculation layer3+layer2
```",QOS
3507,"When the queue is full in the scheduling-example policy-map, what action will be taken to handle the pak_priority packets?","When the queue is full in the scheduling-example policy-map, the requirement is to implement pak_priority packet handling. According to the configuration, this means that we need to ignore the queue-limit set in the QoS configuration.

Here's an example of how this can be implemented in Cisco IOS code:
```
policy-map scheduling-example
  class voice
    priority level 1
    police 20m
  class video
    priority level 2
    police 10m
  class mission-critical
    bandwidth 20000
    shape average 30m
  service-policy input pak_priority
```
In this code, we add a `service-policy` statement to the policy-map, with the input direction and the pak_priority policy. This will ensure that pak_priority packet handling is implemented when the queue is full.",QOS
3693,How can you change the mode of a queue from packet to byte in Cisco IOS?,"To change the mode of a queue from packet to byte in Cisco IOS, you can use the `queue-limit` command with the `byte` option. For example:
```
policy-map byte-mode-example
  class critical-data
    bandwidth percent 50
    queue-limit 5000 bytes
```
This configuration sets the queue mode for class `critical-data` to byte mode, and limits the maximum number of bytes that can be queued to 5000.",QOS
3587,What are some examples of specific match parameters that can be used for traffic classification in Cisco IOS?,"To specify match criteria for traffic classification in Cisco IOS, you can use the following commands:
```
match not [parameter]
match ip precedence [0-7]
match qos-group [1-4094]
match source-address mac [hh:mm:ss:ss:ss:ss]
match vlan [vlan-id]
```
These match parameters allow you to specify different criteria for matching traffic, such as IP precedence, QoS group, source MAC address, and VLAN ID.",QOS
3469,"How can you configure a virtual circuit (VC) to disallow traffic with IP Precedence levels 6 and 5, and redirect bumped traffic to a VC with an IP Precedence level of 7 when the primary VC goes down?","You can achieve this by using Policy-Based Routing (PBR) in conjunction with IP precedence. Here's an example configuration:
```
policy-map PRECEDENCE-CONTROL
    class PRECEDENCE-6-5
        drop
    class PRECEDENCE-7
        pass

route-map REDIRECT-TO-PRECEDENCE-7 permit 10
    match ip precedence 6 5
    set ip precedence 7

class-map MATCH-ALL
    match-any
    match ip precedence 6 5

policy-map VC-REDIRECTION
    class MATCH-ALL
        route-map REDIRECT-TO-PRECEDENCE-7

interface VC 1
    service-policy output PRECEDENCE-CONTROL
    bundle-group MY-BUNDLE
    member VC 1 priority 100

bundle-group MY-BUNDLE
    type ip
    protocol all
    members
        VC 1
```
In this configuration, the `PRECEDENCE-CONTROL` policy map is applied to the `VC 1` interface. The `MATCH-ALL` class-map matches traffic with IP Precedence levels 6 and 5, which are then dropped by the `PRECEDENCE-6-5` class.

When the primary VC goes down, the bumped traffic will be redirected to a new VC with an IP Precedence level of 7 using the `REDIRECT-TO-PRECEDENCE-7` route map. The `VC-REDIRECTION` policy map is applied to the bundle group `MY-BUNDLE`, which includes the primary VC and other members.

By making the VC a member of a protected group in the bundle, if all members go down, the bundle will also go down, as required.",QOS
4088,What is the default value for NBAR coarse-grained classification granularity in Cisco IOS?,"The default value for NBAR (Network-Based Application Recognition) coarse-grained classification granularity in Cisco IOS can be configured using the `ip nbar classification granularity` command.

For example:
```
Router(config)# ip nbar classification granularity 4
```

In this example, the default value is set to 4. This means that the NBAR system will perform coarse-grained classification for applications at a granularity level of 4 (i.e., application-level recognition).

Note: The available values for NBAR coarse-grained classification granularity are:

* 0: Packet-level recognition
* 1-3: Protocol-level recognition
* 4: Application-level recognition

For more information, you can refer to the Cisco IOS documentation or consult with a network administrator.",QOS
3997,What is the recommended packet tagging configuration for prioritizing Citrix traffic on a Cisco router?,"To prioritize Citrix traffic using ICA (Independent Computing Architecture) packet tagging, you can use the following configuration on your Cisco router:
```
ip cfi
  packet-type ica
  priority-group 1
  !
  class-map match-any citrix-priority
    match ip dscp ef (40)
  policy-map priority-citrix
    class citrix-priority
      set ip dscp ef (40)
  service-policy output priority-citrix
```
In this configuration, we first enable ICA packet tagging using the `ip cfi` command. We then define a priority group with a single priority level of ""1"" and associate it with the ICA packet type.

Next, we create a class map called ""citrix-priority"" that matches on IP DSCP (Differentiated Services Code Point) value 40, which is typically used for high-priority Citrix traffic. We then define a policy map called ""priority-citrix"" that applies the ""citrix-priority"" class to incoming traffic and sets its IP DSCP value to 40 using the `set ip dscp` command.

Finally, we apply this policy map to outgoing traffic using the `service-policy output` command.

This configuration ensures that Citrix traffic is prioritized and marked with a high priority level (DSCP EF) on your Cisco router.",QOS
4233,How can we configure the Virtual Circuit (VC) activity levels in an ATM network for efficient multicast traffic delivery?,"To configure VC activity levels, fanout counts, and idling of VCs in an ATM network, you can use the following Cisco IOS commands:

1. Set the activity level for each VC according to three orders of magnitude:
```
 atm vc <vc-name> activity-level <level>
  * Less than 10 pps: atm vc <vc-name> activity-level low
  * 10 to 100 pps: atm vc <vc-name> activity-level medium
  * 100 to 1,000 pps: atm vc <vc-name> activity-level high
```
2. Configure fanout counts for each VC:
```
 atm vc <vc-name> fanout-count <fanout>
  * This determines which VC is idled when multiple VCs have the same activity level.
```

Example:

```
Router(config)# atm vc 1001 activity-level low
Router(config)# atm vc 1002 activity-level medium
Router(config)# atm vc 1003 activity-level high fanout-count 4
```

3. Set a minimum rate required to keep VCs from being idled:
```
 atm vc <vc-name> min-rate <rate>
  * This ensures that the VC is not idled if its traffic rate remains above this threshold.
```

Example:

```
Router(config)# atm vc 1001 min-rate 50
Router(config)# atm vc 1002 min-rate 200
Router(config)# atm vc 1003 min-rate 500
```

By configuring these parameters, you can optimize the performance of your ATM network for efficient multicast traffic delivery.",QOS
