id,question,ollama,openai
708,How can we enable subnet zero in the given configuration?,GENERAL,ROUTING
709,How can we conserve IP address space on an interface while allowing the use of the all-zeros subnet as an IP address?,GENERAL,ROUTING
710,How can we configure overlapping IP address pool groups to ensure greater flexibility in dynamically assigning IP addresses?,GENERAL,CONNECTIVITY
711,"How can you configure a local IP address pool with a name, cache size, and range of addresses in Cisco IOS?",GENERAL,CONNECTIVITY
712,How can we configure two ranges of IP addresses for one IP address pool in Cisco IOS?,GENERAL,CONNECTIVITY
715,How can you enable IP ARP polling for unnumbered interfaces in Cisco IOS?,SECURITY,CONNECTIVITY
721,What is the best approach to assign IP addresses to non-owner interfaces in an Auto-IP TLV exchange setup?,ROUTING,CONNECTIVITY
725,** How can we configure the IP address of the e0/0 interface on R1 to obtain an auto-IP address while making it the seed device and owner of the subnet?,ROUTING,CONNECTIVITY
727,** How do I manually remove a device from an existing auto-IP ring?,GENERAL,CONNECTIVITY
728,What is the default behavior of the auto-swap technique in auto-IP configuration?,GENERAL,CONNECTIVITY
729,How does the auto-swap technique resolve conflicts between non-owner interfaces in an auto-IP feature?,GENERAL,CONNECTIVITY
730,How do you configure at least one seed device in an auto-IP ring and set the auto-IP address on the two node interfaces of the device for a specific ring?,ROUTING,CONNECTIVITY
732,How do I enable Link Layer Discovery Protocol (LLDP) on a device?,CONNECTIVITY,MONITORING
738,What command can be used to configure automatic allocation of IP addresses for nodes in a ring topology?,ROUTING,CONNECTIVITY
739,How can we configure the ports in a Zero Touch Auto-IP ring to ensure that none of them have manual Auto-IP configurations?,GENERAL,CONNECTIVITY
741,How can you enable auto mode on all ports in the ring for automatic IP address configuration?,GENERAL,CONNECTIVITY
744,What commands are used to enable and configure the autonomic registrar on R1?,GENERAL,SECURITY
745,How do I enable auto mode on Auto-IP ring ports?,GENERAL,CONNECTIVITY
746,How can you configure an Auto-IP Server to reserve a pool of IP addresses?,GENERAL,CONNECTIVITY
749,How do you configure Auto-IP on all ports of the device?,GENERAL,CONNECTIVITY
752,What are the prerequisites for configuring an Ethernet Local Management Interface (LM) at a Provider Edge (PE)?,GENERAL,CONNECTIVITY
753,What is the necessary configuration to enable Pseudo mLACP Active/Active support?,ROUTING,CONNECTIVITY
754,How can we ensure integrated management for larger deployments of Ethernet as a Metropolitan Area Network (MAN) and Wide Area Network (WAN) technology?,GENERAL,MONITORING
759,How can we ensure that non-OAM PDU frames are not sent to the CPU for software processing when two connected ports are in a loopback session?,SECURITY,CONNECTIVITY
780,What is the maximum transmission unit (MTU) size that can be used on this network?,QOS,CONNECTIVITY
787,What type of packets can be associated with a maintenance end point (MEP) when CFM is used over Bridge Domains?,GENERAL,MONITORING
788,What encapsulation options are available to meet the requirement of supporting different encapsulations in the same bridge domain for EFP (Ethernet Flow Point) with High Availability (HA)?,ROUTING,CONNECTIVITY
789,What is required to support Stateful Switchover (SSO) and Nonstop Forwarding (NSF) in a Carrier Ethernet Virtual Connection (EVC) over a pseudowire?,ROUTING,CONNECTIVITY
790,What is the configuration required to enable In-Service Software Upgrades (ISSUs) for Cisco software upgrades or downgrades without disrupting packet flow when using Connectivity Fault Management (CFM)?,GENERAL,MONITORING
792,What is the archive hold time set for in this Cisco ECFM configuration?,GENERAL,MONITORING
794,How do I bind a service instance to a bridge domain instance?,GENERAL,CONNECTIVITY
795,What is the default encapsulation method used for PPTP interfaces in Cisco routers?,SECURITY,ROUTING
796,How to configure the Ethernet connectivity fault management service in maintenance association mode?,CONNECTIVITY,MONITORING
797,What command can be used to set the encapsulation method used by an Ethernet service instance?,GENERAL,CONNECTIVITY
798,How can you provision an Ethernet CFM domain with a specific Level on CE-B?,GENERAL,MONITORING
803,How do you bind a service instance to a bridge domain instance in Cisco's network configuration?,GENERAL,CONNECTIVITY
804,What is the recommended interval for setting continuity check in Ethernet connectivity fault management?,CONNECTIVITY,MONITORING
811,What is the command to set the encapsulation method used by the interface?,ROUTING,CONNECTIVITY
813,How can I provision a Service instance ID Ethernet on an N-PE?,GENERAL,CONNECTIVITY
815,How do you configure an Ethernet connectivity fault management service with a maintenance association within a maintenance domain in Cisco IOS?,CONNECTIVITY,MONITORING
817,How can we configure the Ethernet connectivity fault management (CFM) service to transmit continuity check messages (CCMs) with a specific interval?,CONNECTIVITY,MONITORING
818,"How can you provision an EVC service with short MA name on an N-PE (Network Point of Expansion) B, including configuring a specific Ethernet CFM domain level-id and continuity check with optional interval?",ROUTING,MONITORING
820,What command can be used to specify an interface and enter interface configuration mode?,GENERAL,CONNECTIVITY
823,How can I access the Cisco device to make configuration changes?,GENERAL,CONNECTIVITY
826,How can you enable privileged EXEC mode on your Cisco device?,GENERAL,SECURITY
829,How can I enable Ethernet Connectivity Fault Management (CFM) globally on my device?,CONNECTIVITY,MONITORING
830,How do I specify an interface and enter interface configuration mode on my Cisco router?,GENERAL,CONNECTIVITY
831,How do you configure UP MEP over Port Channel in VPLS?,MONITORING,CONNECTIVITY
835,How to enable Connectivity Fault Management (CFM) offload on an Ethernet interface?,CONNECTIVITY,MONITORING
838,How do I configure the OAM Manager on a PE device to ensure UNI service types are matched with EVC configurations and Ethernet service instances are matched with CE-VLAN configurations?,GENERAL,CONNECTIVITY
841,How do you implement Ethernet Connectivity Fault Management (CFM) in the network for the Service Provider domain?,CONNECTIVITY,MONITORING
843,How can I configure the Ethernet Connectivity Fault Management (ECFM) feature to detect faults in my service provider network?,CONNECTIVITY,MONITORING
845,What is the configuration for the Ethernet CFM CC on the device?,GENERAL,MONITORING
846,How do I configure Ethernet Connectivity Fault Management (CFM) on my Cisco ASR 1000 router?,CONNECTIVITY,MONITORING
847,How can we configure a Cisco device to act as an ME-PW (Maintenance Entity Multiprotocol Wrapper) for a routed port?,ROUTING,CONNECTIVITY
855,How can I configure Ethernet Connectivity Fault Management (CFM) for the Cisco ASR 1k router?,CONNECTIVITY,MONITORING
859,How do you configure the MA name and number for Ethernet CFM on a Cisco ASR 1000 router?,GENERAL,MONITORING
862,How to configure and enable the Cross-Check Function (CE-B) on a device?,GENERAL,MONITORING
864,What is the command to configure Ethernet CFM MIP Level 7 VLAN 101 on interface gigabitethernet3/2?,MONITORING,CONNECTIVITY
868,What is the domain name and MIP ID configured for Ethernet CFM?,GENERAL,MONITORING
871,What is the correct command to enable Ethernet CFM on a Cisco ASR 1K router?,GENERAL,MONITORING
872,Who is responsible for maintaining the Database of Information about MEPs in the Maintenance Domain (MIP CCDB)?,GENERAL,MONITORING
873,What is required to enable Ethernet service protection on EVCs?,GENERAL,CONNECTIVITY
874,How do you configure a bridge domain and Ethernet rewrite criteria on a Cisco device?,GENERAL,CONNECTIVITY
875,How can we configure our Cisco router to remove the outermost VLAN tag from POP operations,ROUTING,CONNECTIVITY
876,What command can be used to ensure that frames exiting an Ethernet Flow Point (EFP) contain a Layer 2 header that matches the encapsulation characteristics associated with the EFP?,ROUTING,CONNECTIVITY
877,What is the maximum number of MAC addresses that each bridge domain can learn per second in this configuration?,GENERAL,CONNECTIVITY
878,How many split horizon groups can a bridge domain support?,GENERAL,CONNECTIVITY
879,How do you configure a split horizon group using the bridge-domain CLI command with the split-horizon and group keywords?,ROUTING,CONNECTIVITY
880,How do you enter Ethernet service configuration mode to configure an Ethernet service instance on an interface?,GENERAL,CONNECTIVITY
881,How can you enter privileged EXEC mode and configure an interface with a specific type and number?,GENERAL,CONNECTIVITY
883,How does the Network Interface Device (NID) support feature enable NID functionality without including an NID hardware in the network?,GENERAL,CONNECTIVITY
885,How do you configure NID support on a device?,GENERAL,SECURITY
886,What is the default COS value for a network interface device in a Cisco router running the COS (Cosmetic Operation System)?,GENERAL,QOS
892,How do you set encapsulation to untagged on a device interface?,GENERAL,CONNECTIVITY
893,How do I configure the Ethernet Y17 31 delay using DMM?,GENERAL,MONITORING
897,How can I locate and download MIBs for Cisco devices supporting IEEE 802.3ad (Link Aggregation) protocol?,GENERAL,MONITORING
909,"What configuration command would you use to set the IP address of Port-channel 10, while disabling negotiation auto and setting the LACP maximum bundle size to 3?",ROUTING,CONNECTIVITY
917,"How can you enable privileged EXEC mode, remove a port channel group from a physical port, and set a minimum threshold of active links for a LACP bundle?",GENERAL,CONNECTIVITY
918,What is the minimum threshold value that can be set for active links in IEEE 802.3ad link bundling configuration?,GENERAL,CONNECTIVITY
919,How can I configure load calculation for my Cisco device?,GENERAL,MONITORING
921,What is the configuration command used to enable LACP for Gigabit Ethernet ports 2/0 and 4/0 into port channel 1?,ROUTING,CONNECTIVITY
922,What configuration command is used to define the channel group number 5?,GENERAL,CONNECTIVITY
923,What is the mode of the channel-group configured for redundancy and load balancing in this Cisco router?,ROUTING,CONNECTIVITY
925,What is the ARP timeout value configured on this device?,GENERAL,CONNECTIVITY
929,What is the encapsulation protocol used in this channel?,GENERAL,CONNECTIVITY
931,What command is used to group multiple Ethernet links into a single logical channel according to the IEEE 802.3ad standard?,ROUTING,CONNECTIVITY
932,How can I configure support for 14 Member-links per GEC Bundle on my Cisco ASR 1000 Series Aggregation Services Router running Denali 16.3.1 or higher (Cisco IOS XE)?,GENERAL,CONNECTIVITY
933,What is the required configuration for supporting Y.1731 over Port Channel interfaces?,ROUTING,MONITORING
937,How can I enable Ethernet Local Management Interface (LMI) on an interface?,GENERAL,CONNECTIVITY
943,What type of traffic forwarding does the given configuration allow if the specified conditions are matched?,ROUTING,CONNECTIVITY
946,How do you configure the CFM over EFP Interface with Cross Connect feature on the Cisco ASR 903 Router?,GENERAL,MONITORING
948,How can we process and classify IP GRE encapsulated Ethernet packets with transparent Ethernet bridging protocol (0x6558) as Ethernet over soft GRE packets?,QOS,CONNECTIVITY
956,What is the maximum number of MAC addresses allowed on a bridge domain in this configuration?,GENERAL,CONNECTIVITY
965,How do you configure an ingress dot1q frame on an interface to bind it to a bridge-domain instance and add a denied MAC address for the service instance?,SECURITY,CONNECTIVITY
969,"What is the configuration to create a service instance on an interface and configure matching criteria, encapsulation, binding to a bridge-domain instance, and violation mode?",GENERAL,CONNECTIVITY
971,How do you enable and configure a privileged EXEC mode to create a service instance with Ethernet type and set matching criteria for ingress dot1q frames?,GENERAL,CONNECTIVITY
975,How can I enter privileged EXEC mode and display all the service instances with MAC security enabled?,GENERAL,SECURITY
976,What is the command to display service instances on a specific bridge domain with MAC security enabled?,SECURITY,MONITORING
980,How can we define matching criteria to map ingress dot1q frames on an interface to the appropriate service instance?,SECURITY,CONNECTIVITY
984,What is the maximum number of MAC addresses that can be learned by Service Instance 100 Ethernet on interface GigabitEthernet 3/0/1?,GENERAL,CONNECTIVITY
985,What is the ID of the bridge domain configured in the network?,GENERAL,CONNECTIVITY
986,What types of interfaces are not supported for Ethernet Local Management Interface (LMI)?,GENERAL,CONNECTIVITY
990,How can we configure Cisco's Connectivity Fault Management (CFM) to manage EVCs and untagged Ethernet flow points (EFPs)?,CONNECTIVITY,MONITORING
991,How do you define a universally unique customer service instance (CSI) and VLAN ID within the maintenance domain?,GENERAL,MONITORING
994,How do you enable Ethernet Local Management Interface (LMI) on a device or an interface?,GENERAL,CONNECTIVITY
997,What is the associated EVC ID used to configure the Ethernet Local Management Interface at the Provider Edge?,GENERAL,CONNECTIVITY
998,"How do you configure the Ethernet OAM Manager, Connectivity Fault Management (CFM), and Ethernet Local Management Interface (LMI) on a provider edge (PE) device?",CONNECTIVITY,MONITORING
999,What is the L2 protocol used in the service instance configured on Ethernet Uni?,GENERAL,CONNECTIVITY
1000,How do you enable Ethernet LMI (Local Management Interface) on a Cisco device?,GENERAL,CONNECTIVITY
1001,What is the recommended configuration for enabling LLDP (Link Layer Discovery Protocol) on a Cisco router in a multivendor network?,CONNECTIVITY,MONITORING
1004,What is the command to enable LLDP (Link Layer Discovery Protocol) on a Cisco switch?,GENERAL,MONITORING
1007,What is the purpose of the Cisco device's configuration when it comes to supporting E-911 emergency services?,GENERAL,CONNECTIVITY
1008,What is the recommended way to configure network policy TLV and power management TLV for VLAN configurations in Cisco IOS?,GENERAL,CONNECTIVITY
1009,How can we configure the switch to determine the actual power requirement of an endpoint device for adjusting the system power budget?,GENERAL,CONNECTIVITY
1010,How to enable LLDP on a supported interface and set the LLDP packet hold time?,GENERAL,MONITORING
1013,How can I enable LLDP TLV on a supported interface in Cisco IOS?,GENERAL,MONITORING
1014,How do you enable the specific LLDP-MED TLV on a supported interface in Cisco IOS?,GENERAL,MONITORING
1015,How can you enable and configure LLDP-MED on a network interface in Cisco IOS?,GENERAL,MONITORING
1016,How do you configure a Gigabit Ethernet interface for voice traffic and disable IP address on Cisco device?,QOS,CONNECTIVITY
1017,How can we configure a voice VLAN on a Cisco switch?,GENERAL,CONNECTIVITY
1018,How do you enable LLDP transmission on the interfaces of Device2?,CONNECTIVITY,MONITORING
1019,"How do you configure LLDP on Device 1 with hold time, timer, and TLV options?",CONNECTIVITY,MONITORING
1020,What is the command used to clear Link Layer Discovery Protocol (LLDP) data on a Cisco device?,GENERAL,MONITORING
1022,How can we prevent forwarding loops when implementing Multichassis Link Aggregation Control Protocol (MLACP) for dynamic negotiation and establishment of LAGs?,SECURITY,CONNECTIVITY
1023,What is the purpose of configuring mLACP system and port priorities in an independent mode mLACP operation?,ROUTING,CONNECTIVITY
1027,What precautions should be taken when configuring LACP port priority values for member links within a LAG?,SECURITY,CONNECTIVITY
1029,How do I configure the System MAC address to ensure higher system priority with a lower numeric value and uniformity across both PoAs?,GENERAL,CONNECTIVITY
1034,How can we configure the maximum number of links per bundle for both DHD and PoA?,GENERAL,CONNECTIVITY
1037,How can you configure dynamic port priority for mLACP in both revertive and non-revertive modes?,GENERAL,CONNECTIVITY
1038,What are the MAC flushing mechanisms that can be used to achieve multichassis redundancy in multipoint bridged services to prevent traffic blackholing?,SECURITY,CONNECTIVITY
1039,How do we configure the Interchassis Group and basic mLACP commands to enable PE redundancy in traditional VPLS?,ROUTING,CONNECTIVITY
1040,What is the step-by-step process to configure interchassis redundancy with BFD monitoring and define MLACP member settings?,ROUTING,CONNECTIVITY
1043,What is the value of the `max-bundles` argument when configuring max-bundle links connected to the PoA?,GENERAL,CONNECTIVITY
1047,"How do you configure port-channel with no IP address assigned, enable LACP fast-switchover, and set the maximum bundle links?",ROUTING,CONNECTIVITY
1049,How do you configure an attachment circuit to bind to a pseudowire?,ROUTING,CONNECTIVITY
1050,"What is the purpose of configuring ""status peer topology dual-homed"" under the pseudowire class in Cisco IOS?",ROUTING,CONNECTIVITY
1052,How do you enable redundancy for VPLS in Coupled mode?,ROUTING,CONNECTIVITY
1053,What configuration command is used to set the group ID for Multichassis LACP (mLACP) port-channel for redundancy in VPLS?,ROUTING,CONNECTIVITY
1054,How to configure redundancy for VPLS on Cisco ME36xx series switches?,ROUTING,CONNECTIVITY
1057,How can you enable IEEE 802.1Q encapsulation on subinterface 1 of VLAN 100-200 in a service instance?,SECURITY,CONNECTIVITY
1058,What type of encapsulation method should be used to tunnel Layer 2 traffic over the pseudowire when MPLS is specified?,ROUTING,CONNECTIVITY
1067,What is the configuration required to enable Redundancy in SSO (Single System Operation) mode?,GENERAL,SECURITY
1077,What is the configuration used for achieving active/active mode redundancy in two PoAs in a redundancy group?,ROUTING,CONNECTIVITY
1078,How do you configure ICCP multichassis VLAN redundancy and port channel for pseudo mLACP?,ROUTING,CONNECTIVITY
1079,How do you configure inter-chassis group for Multichassis VLAN Redundancy on a Cisco router?,ROUTING,CONNECTIVITY
1081,What type of protocol is used to notify the access network about MAC flushing when implementing MC-LAG TCN interworking in an MSTP topology?,ROUTING,CONNECTIVITY
1082,What are the requirements for DHD access node(s) to support MSTP TCN and ensure High Availability (HA) synchronization?,GENERAL,CONNECTIVITY
1083,How can you enable Multiple Spanning Tree (MST) for VLANs on a Cisco device?,GENERAL,CONNECTIVITY
1084,What is the correct configuration command to enable MST (Multiple Spanning Tree) for VLANs?,ROUTING,CONNECTIVITY
1085,What is the MSTP TCN Sequence configuration for MC-LAG interworking between two port channels (PoA-POA1 and PoA-POA2) to enable active-active mode?,ROUTING,CONNECTIVITY
1088,What is the configuration for Service Instance 20?,GENERAL,CONNECTIVITY
1089,What is the recommended configuration for MAC flushing in DHD switches when interworking with MSTP TCN and MVRP protocols?,SECURITY,CONNECTIVITY
1092,Can ETH-AIS be used in STP environments?,CONNECTIVITY,MONITORING
1101,What is the delay variation value set for the IP SLAs Ethernet operation?,QOS,MONITORING
1104,How can I add multiple operations to a multioperation group with the same frequency?,GENERAL,MONITORING
1108,How do I configure an Interchassis Redundancy Group on PoA?,ROUTING,CONNECTIVITY
1109,How do you configure the member IP address for an MLACP (Multichassis Link Aggregation Protocol) peer?,ROUTING,CONNECTIVITY
1110,What is the configuration command to set up an mLACP inter-chassis group with a specific ID?,ROUTING,CONNECTIVITY
1111,** How can I enable mLACP (Multi-Chassis Link Aggregation Protocol) active-active POA (Port-Channel Association) redundancy?,ROUTING,CONNECTIVITY
1112,"How can you configure the network virtualization endpoint interface to use VNI 77,77 and associate it with an ingress replication peer at IP address 99.1.1.1, while also specifying a source interface as Loopback10?",ROUTING,CONNECTIVITY
1114,How can you configure GigabitEthernet3/1 to support dual-homed devices using dot1q trunking and allow VLANs 20-50?,ROUTING,CONNECTIVITY
1115,How can you configure an Ethernet channel of interfaces on a Cisco switch to enable privileged EXEC mode?,GENERAL,CONNECTIVITY
1116,How can you configure the Gigabit Ethernet interface to support VXLAN-MCLAG Active-Active High Availability?,ROUTING,CONNECTIVITY
1118,How can you configure VXLAN-MCLAG (Multi-Chassis Link Aggregation) active-active high availability support on NVE1 interface?,ROUTING,CONNECTIVITY
1120,How can you configure the Loopback interface to have an IP address of 88.1.1.1 and subnet mask 255.255.255.255?,GENERAL,CONNECTIVITY
1122,What is the configuration for setting up an NVGRE Tunnel interface with replication and source-interface settings?,CONNECTIVITY,ROUTING
1123,How can we configure our Cisco ASR 1k Series Router to act as a Layer 2 VxLAN gateway for bridging traffic across VxLAN segments?,ROUTING,CONNECTIVITY
1124,How do you configure the VxLAN UDP destination port number on a Cisco device?,ROUTING,CONNECTIVITY
1125,How do you assign the previously-created loopback interface to an NVE interface and configure VNI members and multicast groups?,ROUTING,CONNECTIVITY
1127,How do you configure a VLAN to map it to a bridge domain in Cisco IOS?,GENERAL,CONNECTIVITY
1128,How can we configure the number of peers for every VNI up to 32 nodes in Cisco IOX XE Everest 16.5.1b?,ROUTING,CONNECTIVITY
1129,Which types of IS-IS are supported by VxLAN GPE tunnels and VxLAN dummy-L2 tunnels?,CONNECTIVITY,ROUTING
1130,What is the encapsulation format required to carry Ethernet frames over an outer UDP/IP transport and VxLAN header?,GENERAL,CONNECTIVITY
1132,How can we configure the source port range for VxLAN GPE Tunnel and VxLAN Dummy-L2 Tunnel?,ROUTING,CONNECTIVITY
1133,What is the configuration command to enable VxLAN GPE Tunnel on VTEP1 for IPv4 support?,ROUTING,CONNECTIVITY
1134,What are the required configurations for Vxlan GPE Tunnel on VTEP2 (Tunnel1) and Vxlan Dummy-L2 Tunnel on VTEP1 (Tunnel0)?,ROUTING,CONNECTIVITY
1135,How can you change the UDP destination port for the Vxlan Dummy-L2 tunnel?,GENERAL,CONNECTIVITY
1145,How can you verify if an EVPN VxLAN L3 configuration is correct and functional?,ROUTING,CONNECTIVITY
1155,What is the minimum configuration required to enable an interface to operate at more than 10 Gbps and support different types of encapsulations?,GENERAL,CONNECTIVITY
1162,What is the valid range of IP addresses for assigning multicast group addresses?,GENERAL,ROUTING
1164,How can we ensure that IP addresses in our private multicast domain are limited to a specific scope?,SECURITY,ROUTING
1167,What is the multicast group mode used in this configuration to establish a loop-free spanning tree topology?,ROUTING,CONNECTIVITY
1184,"What is the role of the last-hop router in enabling URD-capable web pages that provide information about the source, group, and application on a web page?",GENERAL,ROUTING
1185,What is the recommended configuration to filter Auto-RP discovery and announcement messages at an administratively scoped boundary?,SECURITY,ROUTING
1192,How can we allocate a unique IP multicast group address for an application that uses SDP and SAP protocols?,GENERAL,CONNECTIVITY
1201,What is the default hash mask length for RP groups in Cisco IOS?,GENERAL,ROUTING
1208,What are the necessary steps to enable Distributed Switching and configure SSM service?,GENERAL,ROUTING
1221,What are the specific multicast groups that IPv6 nodes and routers must join?,ROUTING,CONNECTIVITY
1223,How can we address reuse in different zones of non-global scope?,SECURITY,CONNECTIVITY
1225,What is required to enable MSDP support on IPv4 for situations where interdomain connection is not required?,SECURITY,ROUTING
1230,How can I configure an interface to automatically obtain a link-local address and activate IPv6?,UNKNOWN,CONNECTIVITY
1250,How can we configure a default MSDP peer to accept all SA messages without performing the peer-RPF check?,SECURITY,ROUTING
1251,How can we ensure that MSDP peers accept SA messages from only one default peer to prevent conflicting information?,SECURITY,ROUTING
1253,What steps can be taken to control what sources are advertised in SA messages on an RP configured for MSDP?,SECURITY,ROUTING
1254,How can you configure a device to originate SA messages for local sources that meet specific criteria?,SECURITY,ROUTING
1255,How do I configure an outgoing filter list in Cisco IOS to control the forwarding of SA messages to MSDP peers?,SECURITY,ROUTING
1256,"How can we configure the device to only forward SA messages to the MSDP peer that match the (S, G) pairs permitted in an extended access list?",SECURITY,ROUTING
1259,"How can you configure an incoming filter list for MSDP peers to include extended access lists, route maps, and either RP access lists or RP route maps?",SECURITY,ROUTING
1261,How can we reduce join latency for a non-caching peer in a Cisco network?,CONNECTIVITY,ROUTING
1262,How can I configure my Cisco device to control outgoing SA requests from MSDP peers based on specified criteria?,SECURITY,ROUTING
1263,How do you enable privileged EXEC mode and configure an MSDP peer with a specified DNS name or IP address?,GENERAL,ROUTING
1265,How can we configure MSDP MD5 password authentication between MSDP peers?,SECURITY,ROUTING
1268,How can we adjust time values for keepalive-interval and hold-time-interval arguments on both ends of the MSDP peering session?,SECURITY,ROUTING
1273,How do you configure an MSDP default peer to accept all MSDP SA messages?,SECURITY,ROUTING
1275,How can we configure outgoing MSDP messages with a filter?,SECURITY,ROUTING
1276,How do you enable a filter for incoming MSDP SA messages?,SECURITY,ROUTING
1278,How can we configure a single SA request filter per MSDP peer?,SECURITY,ROUTING
1281,"How can you reset MSDP message counters and clear statistics counters for a specified MSDP peer, while also clearing the SA cache entries?",MONITORING,ROUTING
1283,"To enable privileged EXEC mode and send MSDP notifications for use with SNMP, what commands would you execute in the Cisco IOS?",GENERAL,MONITORING
1284,How do I configure Cisco CSR 1k to support MSDP MD5 password authentication for IP multicast?,ROUTING,SECURITY
1299,How can we minimize the chance of reusing a single address within the SSM range for an application?,SECURITY,CONNECTIVITY
1301,Does the host operating system supporting IGMPv3 using HSIL?,ROUTING,CONNECTIVITY
1310,How can we develop a software solution to write and run SSM applications on hosts that do not support IGMPv3 in their operating system kernel?,ROUTING,CONNECTIVITY
1311,How do you enable SSM with URD using a single initial URD channel subscription through a web page?,GENERAL,ROUTING
1317,How can we achieve per-packet load balancing in IP multicast traffic on parallel links X and Y?,QOS,ROUTING
1322,How can we configure a tunnel between R102 and R104 for non-IP multicast areas?,CONNECTIVITY,ROUTING
1329,What is the recommended configuration for the tunnel source interface in an AMT setup?,GENERAL,CONNECTIVITY
1331,What is the UDP encapsulation protocol and tunnel destination port for a multipoint tunnel configuration?,ROUTING,CONNECTIVITY
1339,How do you enable and configure the AMT relay on a Cisco device?,GENERAL,CONNECTIVITY
1347,How do you configure the primary or secondary IP address for an interface in Cisco IOS?,GENERAL,CONNECTIVITY
1351,How do you configure the VRRP settings on a device?,CONNECTIVITY,ROUTING
1355,What configuration was applied to disable directed broadcast forwarding and enable split horizon?,SECURITY,ROUTING
1359,"How do we configure SAP listener support for describing sessions with properties like contact information, session lifetime, media attributes, and TTL scope?",GENERAL,CONNECTIVITY
1368,How can you enable PIM MIB extensions for IP multicast on your router?,ROUTING,MONITORING
1369,What is the primary mechanism used by Cisco routers to monitor and maintain IP multicast in PIM-based networks?,MONITORING,ROUTING
1396,How do you enable privileged EXEC mode on a device and configure PIM leaf device behavior?,GENERAL,ROUTING
1420,How do you assign identification numbers to interfaces and subinterfaces on a Cisco router?,GENERAL,CONNECTIVITY
1422,How can we ensure that the ifIndex value persists across reboots and maintain a consistent correspondence between ifIndex values and interfaces?,GENERAL,MONITORING
1425,How do I create or modify an SNMP View Record on a Cisco router?,SECURITY,MONITORING
1429,How do you enable privileged EXEC mode and configure an SNMP community string on a Cisco router?,GENERAL,MONITORING
1430,How do you configure a remote user for an SNMP agent on a Cisco device?,SECURITY,MONITORING
1431,How do I reconfigure SNMP settings for an existing user to remove the user and set up a new password?,SECURITY,MONITORING
1436,How can you modify the session timeout value for SNMP managers?,SECURITY,MONITORING
1439,How do we enable the SNMP Agent Shutdown Mechanism to send messages to users on virtual terminals and the console?,SECURITY,MONITORING
1441,How can you enable the system shutdown feature using SNMP message reload in Cisco IOS?,MONITORING,SECURITY
1443,How can we disable SNMP agent operation in our Cisco device?,SECURITY,MONITORING
1450,What are the trap-timeout and inform operation values configured for SNMP on a Cisco IOS XE device?,SECURITY,MONITORING
1455,How do you clear and set the ifIndex persistence for a specific interface using SNMP configuration?,GENERAL,MONITORING
1456,How do we configure an SNMP agent to only accept SNMP requests from a specific set of VPNs?,SECURITY,MONITORING
1458,How do you enter the global configuration mode and configure SNMP settings to specify the recipient of an SNMP notification operation?,SECURITY,MONITORING
1461,How do I configure a trigger row in the mteTrigger table with 'john' as the mteOwner and '1' as the trigger name?,GENERAL,MONITORING
1470,"To enable test existence configuration mode on a device for performing an event trigger test, what command would you use?",GENERAL,MONITORING
1474,How do you enable privileged EXEC mode and configure SNMP MIB expression delta settings on a Cisco device?,GENERAL,MONITORING
1476,How do you configure the conditional object identifier with wildcard in Cisco IOS?,SECURITY,MONITORING
1478,How can you configure read-only access for all objects to members of Access List 4 that specify the comaccess community string?,SECURITY,MONITORING
1526,How can you stop capturing data for policy map epc_policy_cap1 on a Cisco router?,QOS,MONITORING
1553,What is the authentication mechanism used by the Cisco device when establishing an RIPv2 neighbor relationship with a non-Cisco device over a Frame Relay network?,SECURITY,ROUTING
1568,How do you remove the previously configured IP address from an interface?,GENERAL,CONNECTIVITY
1569,How can you configure IP with MD5 Authentication for RIPv2 and IP-RIP Delay on a Frame Relay Subinterface?,SECURITY,ROUTING
1570,How can you ensure that Cisco Discovery Protocol (CDP) is not enabled when configuring IP-RIP Delay Start feature?,SECURITY,ROUTING
1572,What is the configuration command to assign an IP address to interface serial 1 on Router B?,GENERAL,CONNECTIVITY
1576,How can we enable Bidirectional Forwarding Detection (BFD) on RIPv2 neighbors?,CONNECTIVITY,ROUTING
1585,What command can be used to specify the Bounce host port for Cisco Avpair?,GENERAL,SECURITY
1614,How do you change the login timeout value in Cisco router's configuration?,GENERAL,SECURITY
1631,**Question:** What is the command to configure the domain delimiter in Cisco IOS and specify the stripping direction for a DNS server?,GENERAL,CONNECTIVITY
1639,What command can be used in interface configuration mode to enable PPP encapsulation?,ROUTING,CONNECTIVITY
1646,"What is the purpose of configuring ""ppp chap wait"" command on a Cisco router?",CONNECTIVITY,SECURITY
1649,What commands are used to enable PPP encapsulation and configure PPP authentication using MS-CHAP on a Cisco router?,ROUTING,SECURITY
1654,How can we configure the router to automatically establish a PPP session on selected lines when an incoming call is received?,ROUTING,CONNECTIVITY
1662,How can we automate an autocommand to execute when a user logs in with the pat_merge command?,GENERAL,SECURITY
1685,How do you configure domain stripping at the server group level in Cisco IOS?,SECURITY,GENERAL
1688,"In Cisco IOS XE Release 3.4S, how can I configure domain stripping at the server group level?",SECURITY,CONNECTIVITY
1696,What is the configuration to throttle accounting and access request packets per server group in Cisco IOS?,QOS,SECURITY
1697,How do you configure throttling of server-group accounting and access request packets in Cisco IOS?,QOS,SECURITY
1699,How can we limit the number of access requests packets sent to server-group-A?,SECURITY,QOS
1700,How can we implement throttling of AAA RADIUS records in our Cisco router?,QOS,SECURITY
